Matrix-Filler Ratio,Density,Elastic Modulus,Curing Agent Quantity,Epoxy Groups Content,Flash Point Temperature,Tensile Elastic Modulus,Tensile Strength,Resin Consumption,Layup Step,Layup Density,Layup_0,Layup_90,Surface Density_boxcox
-1.1757793508169654,0.7363653937857801,-0.003594359245816408,-2.8488277465681975,0.00975732904926779,-4.542214511443344,-1.0677196475472253,1.098243691876911,0.02641002773204497,-1.131530093645538,-0.012469039870254687,1.0,0.0,-0.9332042771643969
-1.1757793508169654,0.7363653937857801,-0.003594359245816408,-2.141666130911586,0.626000940722839,-0.0309547001157145,-1.0677196475472253,1.098243691876911,0.02641002773204497,-1.131530093645538,0.230545690427352,1.0,0.0,-0.9332042771643969
-1.1757793508169654,0.7363653937857801,-0.003594359245816408,-2.145201938989869,4.471955047312003,-0.0309547001157145,-1.0677196475472253,1.098243691876911,0.02641002773204497,-1.131530093645538,1.0405947914193743,1.0,0.0,-0.9332042771643969
-1.1757793508169654,0.7363653937857801,-0.003594359245816408,0.6516222509320292,-0.41344611511207013,0.34498361749493717,-1.0677196475472253,1.098243691876911,0.02641002773204497,-0.7412426084753956,-0.822518140862277,1.0,0.0,-0.9332042771643969
-0.17423196207086897,0.7363653937857801,0.03961814703828373,0.04558474631431316,0.00975732904926779,-0.0309547001157145,-1.0677196475472253,1.098243691876911,0.02641002773204497,-0.7412426084753956,-0.012469039870254687,1.0,0.0,-0.9332042771643969
-0.1779710723221807,0.3292721243861597,0.024469851477436976,0.04558474631431316,0.00975732904926779,-0.0309547001157145,-1.0677196475472253,1.098243691876911,0.02641002773204497,-0.7412426084753956,0.230545690427352,1.0,0.0,-0.9332042771643969
-0.39521811097475834,-0.8920076838127018,0.20321973909542868,0.04558474631431316,0.00975732904926779,-0.0309547001157145,-1.0677196475472253,1.098243691876911,0.02641002773204497,-0.7412426084753956,1.0405947914193743,1.0,0.0,-0.9332042771643969
-0.40414126985994625,-1.027705440279242,-0.6208475394146347,0.04558474631431316,0.00975732904926779,-0.0309547001157145,0.5361511536533483,-1.3739921040107672,-1.6484431176796297,0.03933236186488938,-0.822518140862277,1.0,0.0,-0.23953274300036154
0.6865341772316201,-0.6206121708796215,0.4516517862933154,0.6516222509320292,-0.41344611511207013,0.34498361749493717,0.5361511536533483,-1.3739921040107672,-1.6484431176796297,0.03933236186488938,-0.012469039870254687,1.0,0.0,-0.23953274300036154
0.6594966112804027,1.6862496890515613,2.06343043396741,0.6516222509320292,-0.41344611511207013,0.34498361749493717,1.4984736343736924,-0.9619528046961542,1.3662925440613847,0.03933236186488938,0.230545690427352,1.0,0.0,1.6506888156560722
-0.011709268940837108,2.5004362278508023,0.5849567872287669,0.6516222509320292,-0.41344611511207013,0.34498361749493717,1.4984736343736924,-0.9619528046961542,1.3662925440613847,0.03933236186488938,1.0405947914193743,1.0,0.0,1.6506888156560722
-0.05807262190490025,0.19357436791961954,2.6905698701864655,0.6516222509320292,-0.41344611511207013,0.34498361749493717,1.4984736343736924,-0.9619528046961542,1.3662925440613847,0.8199073322051743,-0.822518140862277,1.0,0.0,1.6506888156560722
-1.4594956218826185,-0.3492166579465411,0.2638129213388157,0.6516222509320292,-0.41344611511207013,0.34498361749493717,0.0015275532531464691,-0.023418845146213372,0.02641002773204497,0.8199073322051743,-0.012469039870254687,1.0,0.0,0.0790236643903807
-0.011709268940837108,0.05787661145307937,-0.5208687887130461,0.6516222509320292,-0.41344611511207013,0.34498361749493717,0.0015275532531464691,-0.023418845146213372,0.02641002773204497,0.8199073322051743,0.230545690427352,1.0,0.0,0.0790236643903807
1.203757222684562,-0.8920076838127018,0.18201212531024322,0.6516222509320292,-0.41344611511207013,0.34498361749493717,0.0015275532531464691,-0.023418845146213372,0.02641002773204497,0.8199073322051743,1.0405947914193743,1.0,0.0,0.0790236643903807
0.004838904965120459,0.7363653937857801,-1.3267581125500933,0.6516222509320292,-0.41344611511207013,0.34498361749493717,-1.0677196475472253,1.098243691876911,0.02641002773204497,1.2101948173753168,-0.822518140862277,1.0,0.0,-0.9332042771643969
0.6865341772316201,-1.2991009532123223,-1.2934318623162304,0.6516222509320292,-0.41344611511207013,0.34498361749493717,-1.0677196475472253,1.098243691876911,0.02641002773204497,1.2101948173753168,-0.012469039870254687,1.0,0.0,-0.9332042771643969
1.3838914645915785,-0.3492166579465411,-0.7087076536675458,0.6516222509320292,-0.41344611511207013,0.34498361749493717,0.5361511536533483,-1.3739921040107672,-1.6484431176796297,1.2101948173753168,0.230545690427352,1.0,0.0,-0.23953274300036154
2.155615266363097,-1.163403196745782,-0.6056992438537879,0.6516222509320292,-0.41344611511207013,0.34498361749493717,0.5361511536533483,-1.3739921040107672,-1.6484431176796297,1.2101948173753168,1.0405947914193743,1.0,0.0,-0.23953274300036154
0.6594966112804027,0.05787661145307937,1.3423715652711046,0.04558474631431316,0.00975732904926779,-0.0309547001157145,1.4984736343736924,-0.9619528046961542,1.3662925440613847,-2.692680034326108,-4.629748915524782,1.0,0.0,1.6506888156560722
-0.05807262190490025,0.3292721243861597,-1.6206350464305204,0.04558474631431316,0.00975732904926779,-0.0309547001157145,1.4984736343736924,-0.9619528046961542,1.3662925440613847,-1.131530093645538,-0.822518140862277,0.0,1.0,1.6506888156560722
-1.4594956218826185,-0.7563099273461616,-0.8601906092760134,0.04558474631431316,0.00975732904926779,-0.0309547001157145,0.0015275532531464691,-0.023418845146213372,0.02641002773204497,-1.131530093645538,-0.012469039870254687,0.0,1.0,0.0790236643903807
1.203757222684562,-1.2991009532123223,-0.3572671966559012,0.04558474631431316,0.00975732904926779,-0.0309547001157145,0.0015275532531464691,-0.023418845146213372,0.02641002773204497,-1.131530093645538,0.230545690427352,0.0,1.0,0.0790236643903807
-0.3757967038963382,-0.3047766416098087,1.2017836716858885,0.9566712505353523,0.041637764261955985,-1.2502740196332842,2.397674740576318,0.24808915094191622,0.4721406471379342,-1.131530093645538,1.0405947914193743,0.0,1.0,0.3623730351217536
-0.4715811419166384,-0.4496903071916121,0.4895829569985507,1.2616272068350896,0.3481598526421409,1.5968852104701832,0.9140471985248575,2.5520677522345183,0.13063212542939295,-0.7412426084753956,-0.822518140862277,0.0,1.0,1.2679354486286571
-0.9683586345925107,0.839927359409939,-0.09801657909042547,-0.31657918842858895,0.37503385540082385,0.6457223696660924,0.15669669187879376,0.3236642131187676,-0.6737027737333217,-0.7412426084753956,-0.012469039870254687,0.0,1.0,0.33576718123824617
-1.1765097466000334,0.5765179362338722,0.29197172912895364,0.8779739548582643,1.7425810366189607,1.0172269251341077,1.2453063414459198,0.01290579577492339,-1.5924266253273451,-0.7412426084753956,0.230545690427352,0.0,1.0,-1.220934591524248
0.41102059875708025,-0.7847045964872091,-0.7926708769473737,-0.16914736850143008,-1.8170738789372045,1.0329686578243047,-0.3152768789368371,1.2198632535548029,0.95722439399814,-0.7412426084753956,1.0405947914193743,0.0,1.0,0.2680043092713174
